음식점,카테고리,별점,리뷰 수,전화번호,주소,restaurant_id,category_id
게으른농담,카페,1.0,0.01854714064914992,,경북 경산시 하양읍 동서1길 30-3,21,60
샌드샌드,카페,1.0,0.012364760432766615,010-5170-0720,경북 경산시 진량읍 다문로 382 2층,207,60
호식이두마리치킨 하양점,치킨,0.33999999999999997,0.0030911901081916537,053-854-5592,경북 경산시 하양읍 금송로 25-1 1층,462,59
오미가미,한식,1.0,0.0030911901081916537,,경북 경산시 진량읍 공단로 462,280,68
산아래,"육류,고기",1.0,0.0030911901081916537,053-854-8338,경북 경산시 하양읍 동서2길 41,201,42
언덕숯불구이,"육류,고기",1.0,0.010819165378670788,053-851-1949,경북 경산시 진량읍 봉황길 73,267,42
영천냄비돈까스빨간지붕 하양점,"돈까스,우동",0.82,0.02627511591962906,053-852-7722,경북 경산시 하양읍 대경로 669-6 1층,275,16
오가네짬뽕,중국요리,1.0,0.021638330757341576,,경북 경산시 하양읍 서사도리9로 18 골드주차타워 102호,277,53
일미닭갈비밀면 대구대점,닭요리,0.6,0.0077279752704791345,053-853-1219,경북 경산시 진량읍 대구대로 238 2층,326,14
강원도래요,감자탕,0.54,0.0015455950540958269,053-852-8494,경북 경산시 하양읍 대학로298길 19 1층,19,2
봉회식육식당&봉식이짜글이 본점,"육류,고기",0.9800000000000001,0.06027820710973725,010-9126-6678,경북 경산시 진량읍 공단로 574,189,42
미도방분식,분식,1.0,0.0077279752704791345,053-854-0004,경북 경산시 하양읍 하양로 119-1,151,25
진배기원조할매국밥 진량점,국밥,0.6,0.00463678516228748,053-856-8868,경북 경산시 진량읍 공단로 480,359,7
환도네,"육류,고기",1.0,0.04791344667697063,010-5510-7309,경북 경산시 진량읍 대구대로 283 1층,469,42
엄마네손맛,한식,0.8,0.0015455950540958269,053-854-3443,경북 경산시 하양읍 대곡로 8,268,68
보길도낙지 진량직영점,"해물,생선",0.82,0.19938176197836166,053-851-0043,경북 경산시 진량읍 공단1로 24,179,71
호야,중식,1.0,0.00927357032457496,053-857-6344,경북 경산시 하양읍 하양로 18 1층,463,54
빨강창꼬,술집,1.0,0.0015455950540958269,,경북 경산시 진량읍 대구대로 287,197,33
정든밤,한식,1.0,0.010819165378670788,,경북 경산시 하양읍 하양역길 10,341,68
홍이왕족발,"족발,보쌈",1.0,0.00463678516228748,,경북 경산시 하양읍 대학로305길 35-2,467,52
후아닝,중국요리,0.9,0.0030911901081916537,053-857-7654,경북 경산시 진량읍 대구대로 246 1층,473,53
풍성맷돌두부,두부전문점,0.6,0.010819165378670788,053-856-0089,경북 경산시 진량읍 공단2로3길 97,430,18
명륜진사갈비 경산하양점,갈비,0.9,0.05873261205564142,053-856-1238,경북 경산시 하양읍 하양로 56 2층,144,1
역전우동0410 경산대구대점,일식,0.4,0.0015455950540958269,053-853-1790,경북 경산시 진량읍 대구대로 252-3 1층,271,48
태성추어탕,추어,1.0,0.012364760432766615,053-851-7552,경북 경산시 하양읍 하양로 221,406,58
산아래,"육류,고기",1.0,0.0030911901081916537,053-854-8338,경북 경산시 하양읍 동서2길 41,201,42
다원수제국수,아시아/퓨전,0.76,0.01854714064914992,053-851-6689,경북 경산시 하양읍 동서리 888-3,73,36
도미노피자 하양점,피자,0.4,0.0061823802163833074,053-856-3084,경북 경산시 하양읍 대경로 657,96,67
본도시락 경산하양점,한식,0.9400000000000001,0.010819165378670788,053-853-4282,경북 경산시 하양읍 대학로 1514 1층,182,68
춘리마라탕 하양점,중국요리,0.6,0.030911901081916538,053-856-1705,경북 경산시 하양읍 하양로 76-1 1층,383,53
홍대불고기 대구대점,"불고기,두루치기",0.8400000000000001,0.00927357032457496,010-5577-1738,경북 경산시 진량읍 대구대로 212,466,26
호식이두마리치킨 하양동서점,치킨,1.0,0.0030911901081916537,,"경북 경산시 하양읍 하양로 202-10 하양2차청구타운아파트 상가 113동 1층 103,104호",461,59
서양국수,이탈리안,1.0,0.00927357032457496,,경북 경산시 하양읍 하양역길 18,212,44
하양주택,"호프,요리주점",1.0,0.023183925811437404,,경북 경산시 하양읍 대학로305길 34-4,443,74
소삼장,갈비,0.9,0.0015455950540958269,053-853-0004,경북 경산시 진량읍 공단로 476,218,1
샤브향 경산하양점,동남아음식,0.6799999999999999,0.08809891808346214,053-854-8998,경북 경산시 하양읍 대경로 851,208,17
게으른농담,카페,1.0,0.01854714064914992,,경북 경산시 하양읍 동서1길 30-3,21,60
조방낙지,한식,0.96,0.0030911901081916537,053-853-2651,경북 경산시 하양읍 대경로 745,347,68
동근이숯불두마리치킨 경산하양점,치킨,1.0,0.0015455950540958269,053-851-6996,경북 경산시 하양읍 하양로 53 1층,101,59
골목숯불뒷고기,한식,1.0,0.0015455950540958269,053-854-9006,경북 경산시 진량읍 공단2로7길 8 1층,30,68
육대장 하양점,한식,0.8,0.03245749613601236,053-854-7888,경북 경산시 하양읍 대경로 849,310,68
스시201,"초밥,롤",0.7,0.1205564142194745,053-710-2010,경북 경산시 하양읍 하양로 46,229,57
대호돼지국밥,한식,0.9400000000000001,0.04327666151468315,053-854-0058,경북 경산시 와촌면 하양로 370,86,68
취주선,양꼬치,1.0,0.0061823802163833074,,경북 경산시 하양읍 아낙고개길 9,385,39
베트남노상식당 하양점,베트남음식,0.76,0.027820710973724884,053-851-8588,경북 경산시 하양읍 하양로25길 30 1층,177,23
충격정식,한식,0.96,0.00927357032457496,053-856-0016,경북 경산시 하양읍 하양로27길 8,384,68
심분열보쌈식족발 하양점,"족발,보쌈",1.0,0.012364760432766615,053-851-9512,경북 경산시 하양읍 하양역길 13,249,52
미소국수 경산하양점,아시아/퓨전,0.9,0.03863987635239567,,경북 경산시 하양읍 대경로147길 14-5 1층,154,36
크라운호프 경산하양점,"호프,요리주점",1.0,0.0030911901081916537,,경북 경산시 하양읍 하양로 61-1,401,74
청춘파는상회 대구대점,한식,1.0,0.0015455950540958269,010-3314-1519,경북 경산시 진량읍 대구대로 252-6 1층,376,68
회식,"초밥,롤",0.9400000000000001,0.017001545595054096,053-856-0862,경북 경산시 진량읍 공단로 454,471,57
스타벅스 경산하양DT점,카페/디저트,0.96,0.07418856259659969,1522-3232,경북 경산시 진량읍 대학로 1417,233,61
샤브향 경산하양점,아시아/퓨전,0.6799999999999999,0.08809891808346214,053-854-8998,경북 경산시 하양읍 대경로 851,208,36
핸즈커피 하양점,커피전문점,0.9400000000000001,0.23338485316846985,053-851-1088,경북 경산시 하양읍 하양로 232,455,63
이대박숯불갈비,"육류,고기",1.0,0.00463678516228748,053-853-2592,경북 경산시 진량읍 낙산길 65 1층,315,42
시오다과,"제과,베이커리",1.0,0.012364760432766615,053-851-9082,경북 경산시 하양읍 서사도리5로 15 센텀1번가,240,51
서산옥,한식,0.9,0.012364760432766615,053-854-3431,경북 경산시 와촌면 하양로 429 1층,210,68
